"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22"
"88190",-2.82729744358312,-0.000893009770880919,0.875750798829087,-0.111611765186559,-1.61848832135321,-0.0324515650512469,3.04957835171712,2.3470949378443,4.53943770969807,5.6510684223382,-0.296994242391047,2.66821397728862,3.80443838249516,-0.056331494633049,-9.3437295423167,-0.00311098855394466,0.991002298237122,-0.0627876036382963,-0.065906351817728,0.612434011109351,3.10951987683922,4.62105324862291
"89337",-1.40800933588396,-0.000901489931832531,0.830166031514255,-0.109329341750907,-1.6250174388383,-0.0360192427104186,2.70204548876968,1.34478364850256,3.31736708083496,3.6275094121411,-0.279612629213368,2.6507876679124,3.68116172949234,-0.0617513236333613,-8.93249665816813,-0.00303359306630208,1.38920705796074,-0.0477255100149644,-0.0605461826095886,0.630399274698445,2.34788191466946,3.0477372855195
"89371",-0.814071749164342,-0.000876456212044329,0.862090816529693,-0.110571903722426,-1.62565682609872,-0.0314660794363175,3.66277333665686,-0.130949557327442,4.16587209088198,5.31542709452276,-0.279924434062976,2.82207660566975,3.98405387174444,-0.0580459491786786,-9.14018483311844,-0.00286511982511476,1.09165198596701,-0.0381486093748435,-0.0344117095543342,0.557471963361809,2.1888688973481,4.26177578881029
"89494",-0.916175604972149,-0.000853840552135276,0.837130950955887,-0.105520163948625,-1.61705673479541,-0.0307308167231829,2.37105357727184,1.00752775112415,2.24342430322547,6.01539394080484,-0.299152052901207,2.51889811251948,3.95994278009622,-0.0543762429104032,-8.69361977236744,-0.00267703183872859,1.10880895593517,-0.0708229676394106,-0.0355926416707149,0.650635919403368,2.13485439082244,4.10669292752614
"89654",-1.03850461016052,-0.000886791052395226,0.778748811126814,-0.111022960086162,-1.62063961144549,-0.0349558192526584,2.74863801478195,1.18356951526341,4.37971975814043,4.88083665662079,-0.290618341866002,2.49253652133273,3.75918468515735,-0.0628576700795875,-9.77903136346247,-0.0024803591471156,1.20539898040669,-0.0375004076591562,-0.0474361750340107,0.54362430270136,2.99975853789295,3.62992119954534
"89893",-2.33288760588476,-0.000778117745912592,0.873096955056597,-0.107759343949861,-1.6271396328168,-0.035265503537058,3.25819501247739,1.5717413450485,3.75842280514795,5.36314405585528,-0.289928560070854,2.89279536700474,3.76892743366098,-0.0609240285346308,-8.20969784765658,-0.00249588435695046,0.848653324464421,-0.0684620120285307,-0.0519090940925222,0.587607423062388,2.66319441457573,4.18357096687735
"90721",-2.31777589658339,-0.000864488401058488,0.821916953094678,-0.105150512553468,-1.62489713579317,-0.0350477579143467,2.97017237172335,1.79722395087946,4.61627816726708,5.60296075468505,-0.275812054959183,2.85972987610929,3.40726835113934,-0.0617296302092545,-9.13010726920038,-0.00214274271105684,1.23688450528233,-0.0609100583317684,-0.0360392833580917,0.565269051065005,2.72236633462588,3.33293344813457
"93347",-1.59135509024992,-0.000845018516852916,0.77604142245356,-0.110490673627297,-1.63011275733776,-0.0282561637257901,3.60949195657065,1.10693024400419,2.59588798358697,4.64824227823372,-0.292101086082423,2.38087689952116,3.64460039631635,-0.056975769836922,-8.4235035757377,-0.0030428827237353,1.2718183722466,-0.0615360151517873,-0.0420314916185051,0.639773970230167,2.12691392682219,3.16517627422741
"94473",-1.39082778764304,-0.000905582863571675,0.802886118047931,-0.109340372610501,-1.62307723868133,-0.0279522272513034,3.62861273181421,0.930476105251689,4.48741200040276,5.02069002251335,-0.289111520695921,2.67236628621185,3.46972165386878,-0.0533865632348653,-8.50379160385011,-0.00308792964526934,0.958925785284231,-0.068881816159708,-0.0394850263030314,0.616022985806124,2.36497966156817,4.15133684352847
"95326",-2.88659330466908,-0.00089133008405599,0.872114090156645,-0.104147812093332,-1.63034647625477,-0.0359607317624223,2.45226619184579,2.52435796978921,2.72893916478446,3.47781497664699,-0.28070237884272,2.52663615139697,3.69807222303333,-0.0532438821884736,-9.03986470079243,-0.00223727861973133,1.34173198005468,-0.0655105456455184,-0.0580269661201881,0.545988913354254,3.19621671453441,2.56204017655976
"95749",-0.878849474362652,-0.000798779822429504,0.880139476032484,-0.110483422499265,-1.61790025633093,-0.0342065521120474,3.42263614477163,-0.0738034146704573,4.24155306555668,3.76482731639046,-0.292702094461378,2.78267853917687,4.06862372704662,-0.0551321314235713,-8.08339949960241,-0.00288657028210637,1.05450450979256,-0.03923634481439,-0.0578170488909512,0.670961952452049,2.48807470598851,3.54861528566241
"96832",-1.63969550878113,-0.000891392525735026,0.826743598303033,-0.109214563434983,-1.62265757967655,-0.0259487161619376,2.383291520265,1.68245093290689,3.74153610346473,3.18687879719872,-0.272432164569939,2.49123040435119,3.71284851099529,-0.0565296313437437,-9.3663696003108,-0.00204556572512932,1.09925212313791,-0.0669381400056641,-0.0587175507057901,0.541582850553257,3.21347920500622,3.80198328701362
"99906",-2.43772748130469,-0.000888462561934097,0.794058878948883,-0.112076902914292,-1.62794015587207,-0.0249789510132598,3.0657022764063,2.29319033020061,2.48673685070629,5.6657191177741,-0.282404987733526,2.825835983211,3.56993677559662,-0.0572811373369122,-8.01388561421512,-0.00225434762124788,0.834896350273994,-0.0566126530445233,-0.0438526999667763,0.635084867042448,2.63296893603352,3.85313835256737
"99986",-2.64859100594752,-0.000802195159242888,0.792101644625245,-0.107713184126691,-1.62778286412993,-0.0239572431969743,2.97516133476634,2.52060029055483,5.01732257591164,3.37802558962409,-0.272718736011435,2.4945420397053,3.39676499170006,-0.0545883148942146,-8.03515149729999,-0.00247894116282329,0.950286218342447,-0.0517418839023486,-0.0488352864324838,0.622403912793786,2.13770973672737,4.0726905657513
